term,variant,relation_type,lang,confidence,verified_by
Vali Kéo,Rolling Suitcase,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Vali Kéo,캐리어,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Muỗng Súp,Soup Spoon,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Muỗng Súp,수프 스푼,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Inox 201,201 Stainless Steel,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Inox 201,201 스테인리스,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Vợt Muỗi,Electric Mosquito Swatter,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Vợt Muỗi,전기 모기채,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Than Bạc,Silver Charcoal,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Than Bạc,은 숯,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Sụn Heo,Pork Cartilage,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Sụn Heo,돼지 연골,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kem Dâu,Strawberry Ice Cream,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kem Dâu,딸기 아이스크림,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mì Kimchi,Kimchi Noodles,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mì Kimchi,김치면,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bánh Cuốn,Vietnamese Steamed Rice Rolls,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bánh Cuốn,반꾸온,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mực Nướng,Grilled Squid,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mực Nướng,구운 오징어,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mực Tươi,Fresh Squid,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mực Tươi,신선 오징어,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nhựa Tritan,Tritan Plastic,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nhựa Tritan,트라이탄 플라스틱,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Long Não,Camphor,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Long Não,장뇌,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Sả Cây,Fresh Lemongrass,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Sả Cây,생 레몬그라스,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Đuôi Heo,Pork Tail,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Đuôi Heo,돼지꼬리,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Đèn LED,LED Light,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Đèn LED,LED 조명,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cay Vừa,Medium Spicy,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cay Vừa,중간 매운맛,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Snack Healthy,Healthy Snacks,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Snack Healthy,건강 간식,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Collagen Peptide,Collagen Peptide,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Collagen Peptide,콜라겐 펩타이드,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mứt Cam,Orange Marmalade,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Mứt Cam,오렌지 마멀레이드,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Baking Soda,Baking Soda,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Baking Soda,베이킹소다,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xương Heo,Pork Bones,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xương Heo,돼지뼈,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cải Xanh,Mustard Greens,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cải Xanh,겨자잎 채소,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bò Organic,Organic Beef,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bò Organic,유기농 소고기,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Món Nhậu,Drinking Snacks,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Món Nhậu,안주,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Muối Tắm,Bath Salt,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Muối Tắm,입욕 소금,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Hoa Hồng,Rose,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Hoa Hồng,장미,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kiwi Xanh,Green Kiwi,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kiwi Xanh,그린키위,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bưởi Ruby,Ruby Grapefruit,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bưởi Ruby,루비 자몽,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nạc Lưng,Pork Loin,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nạc Lưng,돼지 등심,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Tôm Viên,Shrimp Balls,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Tôm Viên,새우 완자,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xôi,Sticky Rice,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xôi,찹쌀밥,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Surimi Cá,Fish Surimi,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Surimi Cá,생선 연육,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Vá Canh,Soup Ladle,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Vá Canh,국자,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Chống Tràn,Spill-Proof,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
